date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-01-01 00:00:00,1.6,-1.6,4.8,,,,4.7,,1031.2,
2020-01-02 00:00:00,6.9,4.8,8.6,,,,7.5,,1026.1,
2020-01-03 00:00:00,9,7,11,,,,15.3,,1024.8,
2020-01-04 00:00:00,5.5,2.1,8.1,,,,6.3,,1036.1,
2020-01-05 00:00:00,6.7,5.6,8,,,,2.7,,1036.3,
2020-01-06 00:00:00,3.3,-0.7,7.5,,,,7.6,,1027.5,
2020-01-07 00:00:00,7.4,6.2,9.5,,,,8.2,,1028.6,
2020-01-08 00:00:00,11,10,11.5,,,,11.7,,1026.3,
2020-01-09 00:00:00,10.6,9.8,11.3,,,,17.5,,1016.1,
2020-01-10 00:00:00,7.1,3.9,9.4,,,,10.3,,1022.6,
2020-01-11 00:00:00,4.2,,,,,,6.1,,1033.1,
2020-01-12 00:00:00,6.1,,,,,,10.6,,1026.6,
2020-01-13 00:00:00,,,,,,,,,,
2020-01-14 00:00:00,9.2,7.9,10.8,,,,24,,1009.7,
2020-01-15 00:00:00,9.3,4.7,11.8,,,,15.5,,1014.7,
2020-01-16 00:00:00,8,3.2,13.5,,,,10.2,,1022,
2020-01-17 00:00:00,8.4,4.3,10.6,,,,13.7,,1019,
2020-01-18 00:00:00,4.3,1.5,8.1,,,,7.3,,1028.4,
2020-01-19 00:00:00,3.2,0.3,7,,,,9.1,,1040.1,
2020-01-20 00:00:00,2.1,0.7,5.1,,,,9.3,,1046,
2020-01-21 00:00:00,1,-1.9,4.1,,,,5.9,,1041.4,
2020-01-22 00:00:00,-0.4,-3,2.7,,,,7.1,,1036,
2020-01-23 00:00:00,-0.1,-1.7,2.3,,,,10.3,,1029.7,
2020-01-24 00:00:00,0.7,-1.3,5.4,,,,4.5,,1023.9,
2020-01-25 00:00:00,1.3,-2.4,5.7,,,,2.8,,1020.9,
2020-01-26 00:00:00,5.5,3.2,8.2,,,,7.7,,1016.7,
2020-01-27 00:00:00,8.1,7.1,8.5,,,,17.4,,1007.6,
2020-01-28 00:00:00,5.9,4.3,7.7,,,,22,,1003.2,
2020-01-29 00:00:00,6.2,4.7,8.6,,,,13,,1014.1,
2020-01-30 00:00:00,8.3,3,12.9,,,,13.1,,1011.8,
2020-01-31 00:00:00,11.5,10.5,12.8,,,,13.4,,1013.6,
2020-02-01 00:00:00,11.8,10.3,13.2,,,,17.3,,1011,
2020-02-02 00:00:00,12.6,10.5,15.2,,,,15.8,,1014.2,
2020-02-03 00:00:00,11.2,7.1,13,,,,14.2,,1017,
2020-02-04 00:00:00,6.4,,,,,,16.4,,1023.6,
2020-02-05 00:00:00,6.3,3.6,8.4,,,,5,,1035.9,
2020-02-06 00:00:00,4.5,0.3,9.9,,,,6.5,,1031.3,
2020-02-07 00:00:00,5.7,0.5,10.3,,,,7.6,,1022.8,
2020-02-08 00:00:00,8.6,7.3,9.4,,,,9.8,,1020.9,
2020-02-09 00:00:00,9.3,7.3,12.8,,,,26.2,,1012,
2020-02-10 00:00:00,9.9,7.2,13.3,,,,28,,1007.8,
2020-02-11 00:00:00,5.8,3.8,8.4,,,,19.6,,1016,
2020-02-12 00:00:00,5.5,3.2,8.4,,,,12.7,,1020.6,
2020-02-13 00:00:00,8.1,5.3,11.9,,,,19.9,,1007.2,
2020-02-14 00:00:00,9,7.8,11.3,,,,10.9,,1021.6,
2020-02-15 00:00:00,9.5,6.5,12.5,,,,14.9,,1019.2,
2020-02-16 00:00:00,12.9,8.3,16.8,,,,26.5,,1009.7,
2020-02-17 00:00:00,8.2,5.1,11.7,,,,15.2,,1018.4,
2020-02-18 00:00:00,6.6,3.2,9.9,,,,15.8,,1026.7,
2020-02-19 00:00:00,6.7,4.5,8.8,,,,12.3,,1024.7,
2020-02-20 00:00:00,7.7,5,10.4,,,,15.8,,1020.3,
2020-02-21 00:00:00,5.5,1.6,9.6,,,,11.6,,1030.1,
2020-02-22 00:00:00,8.3,3.9,12,,,,15.2,,1028.2,
2020-02-23 00:00:00,10.7,9.2,12.4,,,,20.7,,1025.5,
2020-02-24 00:00:00,10.8,9.2,12,,,,19.2,,1019.5,
2020-02-25 00:00:00,7.4,3.6,9.9,,,,16.6,,1007,
2020-02-26 00:00:00,3.9,1.5,7.1,,,,17.1,,1007.9,
2020-02-27 00:00:00,4.9,,,,,,17.9,,1004.9,
2020-02-28 00:00:00,4.9,0.3,10.4,,,,12.6,,1014.9,
2020-02-29 00:00:00,8.5,5.2,11.5,,,,21.2,,997.6,
2020-03-01 00:00:00,5.2,1.5,7.8,,,,14.2,,996.9,
2020-03-02 00:00:00,6.1,3.6,8.7,,,,13,,992.6,
2020-03-03 00:00:00,4,0.8,8.1,,,,8.3,,1006.3,
2020-03-04 00:00:00,4.7,2.1,7.1,,,,10,,1011.4,
2020-03-05 00:00:00,8.5,5.5,11.8,,,,14.4,,992.4,
2020-03-06 00:00:00,6.2,4.7,8.3,,,,12.6,,1004.3,
2020-03-07 00:00:00,6.8,2,10.9,,,,7.7,,1020.3,
2020-03-08 00:00:00,8.1,6.4,10.6,,,,15.5,,1015.3,
2020-03-09 00:00:00,7.3,4.3,11,,,,12.6,,1017.5,
2020-03-10 00:00:00,11.1,6.4,14.1,,,,19.9,,1014.6,
2020-03-11 00:00:00,13.5,,,,,,19.7,,1017.1,
2020-03-12 00:00:00,10,6.1,11.8,,,,15.4,,1016.9,
2020-03-13 00:00:00,,,,,,,,,,
2020-03-14 00:00:00,,,,,,,,,,
2020-03-15 00:00:00,10,6.5,15.8,,,,8.7,,1013.9,
2020-03-16 00:00:00,8.4,5.7,10.3,,,,5.9,,1020.3,
2020-03-17 00:00:00,10.1,7.7,13.8,,,,2.6,,1030.5,
2020-03-18 00:00:00,12.2,8.2,17.8,,,,2,,1028.1,
2020-03-19 00:00:00,12.4,,,,,,3.1,,1023.1,
2020-03-20 00:00:00,11.3,7.4,15,,,,12.3,,1021.7,
2020-03-21 00:00:00,6.6,5.3,7.6,,,,17.8,,1020.6,
2020-03-22 00:00:00,7.2,4.7,10,,,,18.5,,1021,
2020-03-23 00:00:00,6,1,10.8,,,,13.7,,1025.4,
2020-03-24 00:00:00,6.5,0.3,12.4,,,,10.3,,1026,
2020-03-25 00:00:00,6.4,0.5,11.8,,,,11.3,,1021.9,
2020-03-26 00:00:00,5.8,1.4,9.8,,,,12.7,,1018.2,
2020-03-27 00:00:00,7.1,1,12.5,,,,8.2,,1018.5,
2020-03-28 00:00:00,8.9,3.2,15.6,,,,11.5,,1020.6,
2020-03-29 00:00:00,5.4,3.6,8,,,,23.4,,1028,
2020-03-30 00:00:00,3.8,-0.8,8.4,,,,21.9,,1029,
2020-03-31 00:00:00,6,1.2,10.9,,,,14.5,,1026.4,
2020-04-01 00:00:00,6.4,0.9,11.9,,,,9.1,,1021.5,
2020-04-02 00:00:00,5.8,0.5,9.5,,,,8.1,,1017.5,
2020-04-03 00:00:00,9.2,6,13.2,,,,5.9,,1018.5,
2020-04-04 00:00:00,9.8,1.8,16.4,,,,5.7,,1020.9,
2020-04-05 00:00:00,13.9,5.5,21.6,,,,8.1,,1016.7,
2020-04-06 00:00:00,11.7,,,,,,8,,1020,
2020-04-07 00:00:00,14.4,,,,,,7.2,,1027,
2020-04-08 00:00:00,15.5,,,,,,2.7,,1023.4,
2020-04-09 00:00:00,16.4,7.4,24.3,,,,3.8,,1022.7,
2020-04-10 00:00:00,17.4,9.6,24.2,,,,6,,1022.5,
2020-04-11 00:00:00,17.4,10.1,23.8,,,,4,,1021.6,
2020-04-12 00:00:00,17,10.2,23.6,,,,6.1,,1015.9,
2020-04-13 00:00:00,11.9,8.2,15.2,,,,13.3,,1016.6,
2020-04-14 00:00:00,7.5,2.8,12.6,,,,17.3,,1025,
2020-04-15 00:00:00,11.2,4.5,18.6,,,,11.2,,1020.6,
2020-04-16 00:00:00,15.7,8,22.6,,,,5.9,,1015.7,
2020-04-17 00:00:00,17.2,12.2,23,,,,5.6,,1013.6,
2020-04-18 00:00:00,16.7,13.2,21.3,,,,8,,1015.1,
2020-04-19 00:00:00,14.4,11.8,18.9,,,,11.8,,1015.6,
2020-04-20 00:00:00,14.6,10.2,19.5,,,,14.5,,1010.8,
2020-04-21 00:00:00,14.6,10,19.1,,,,12.5,,1010.4,
2020-04-22 00:00:00,15.8,10.8,21,,,,8.7,,1014.2,
2020-04-23 00:00:00,16.6,,,,,,2.4,,1017.1,
2020-04-24 00:00:00,17.1,,,,,,4.8,,1014.3,
2020-04-25 00:00:00,15.1,11.6,18.4,,,,9.5,,1012.3,
2020-04-26 00:00:00,13.2,6,19.9,,,,4.8,,1011.4,
2020-04-27 00:00:00,15.5,8.7,22.4,,,,5.4,,1007.8,
2020-04-28 00:00:00,14.1,11.5,16.7,,,,13,,1005.3,
2020-04-29 00:00:00,11.1,9.2,14.2,,,,12.2,,1007.2,
2020-04-30 00:00:00,9.9,7.6,13,,,,13.8,,1002.9,
2020-05-01 00:00:00,11.5,8.2,16.2,,,,15,,1004.3,
2020-05-02 00:00:00,11.3,6.3,16,,,,8.3,,1012.6,
2020-05-03 00:00:00,13.4,9.8,19.7,,,,5.9,,1016.5,
2020-05-04 00:00:00,14.2,9.8,19,,,,6.8,,1017,
2020-05-05 00:00:00,12.2,10,13.8,,,,12.6,,1016.1,
2020-05-06 00:00:00,14.8,10.4,19.8,,,,7.6,,1021.6,
2020-05-07 00:00:00,14.7,5.6,21.4,,,,3.6,,1022.4,
2020-05-08 00:00:00,15.8,7.9,22.1,,,,4.5,,1016.9,
2020-05-09 00:00:00,17.6,15.2,21.5,,,,4,,1010.8,
2020-05-10 00:00:00,16.2,12.9,20.7,,,,5.5,,1004.9,
2020-05-11 00:00:00,9.4,5.9,12.6,,,,24.4,,1009.4,
2020-05-12 00:00:00,8.7,4.3,12.7,,,,12.5,,1018.1,
2020-05-13 00:00:00,9.7,5,14.8,,,,14.2,,1012.6,
2020-05-14 00:00:00,9.3,4.4,14,,,,17.7,,1016.4,
2020-05-15 00:00:00,10.7,4.6,16.4,,,,12.4,,1020.4,
2020-05-16 00:00:00,12.5,5.5,17.6,,,,6.6,,1023.4,
2020-05-17 00:00:00,13.5,6.1,19.6,,,,4.8,,1025.2,
2020-05-18 00:00:00,15.8,,,,,,4.8,,1025.5,
2020-05-19 00:00:00,16,,,,,,6.2,,1023.9,
2020-05-20 00:00:00,19.3,11.7,26.2,,,,5.6,,1021.5,
2020-05-21 00:00:00,21.5,13.5,27.6,,,,3.3,,1020.2,
2020-05-22 00:00:00,19.7,16.6,23.9,,,,8.6,,1019.8,
2020-05-23 00:00:00,15.4,11.3,19.5,,,,10.5,,1026.9,
2020-05-24 00:00:00,13.8,8.8,18.9,,,,8.1,,1032.9,
2020-05-25 00:00:00,16.6,8.4,22.3,,,,7,,1033.7,
2020-05-26 00:00:00,18.7,13,23.7,,,,9,,1033.9,
2020-05-27 00:00:00,19.5,13.8,24.4,,,,9.4,,1032.6,
2020-05-28 00:00:00,17.8,11.8,23,,,,12.2,,1029.5,
2020-05-29 00:00:00,18.3,12.3,23.2,,,,12.9,,1024.1,
2020-05-30 00:00:00,18.3,11.1,23.9,,,,9,,1019.9,
2020-05-31 00:00:00,18.2,13,22.3,,,,11.6,,1018.7,
2020-06-01 00:00:00,19,12.4,25,,,,9.2,,1018,
2020-06-02 00:00:00,21.6,13,28.1,,,,4.9,,1015.9,
2020-06-03 00:00:00,20.3,16,25,,,,8.5,,1006,
2020-06-04 00:00:00,13.4,,,,,,7.9,,1001.4,
2020-06-05 00:00:00,12.6,10.3,16.7,,,,15.8,,1001.3,
2020-06-06 00:00:00,13.1,9.9,16.8,,,,13.8,,1004.1,
2020-06-07 00:00:00,13,8.2,17.3,,,,6.9,,1009.5,
2020-06-08 00:00:00,13.4,10,16.7,,,,8.7,,1015.6,
2020-06-09 00:00:00,13.3,9.3,18,,,,9.2,,1018.9,
2020-06-10 00:00:00,13.6,8,18.8,,,,5.5,,1016.5,
2020-06-11 00:00:00,15.8,9.5,22.2,,,,7.8,,1008.6,
2020-06-12 00:00:00,15.7,13.2,19.5,,,,9.6,,1003.2,
2020-06-13 00:00:00,16.9,12,22,,,,9,,1009.2,
2020-06-14 00:00:00,16.1,12,20.3,,,,7.7,,1016,
2020-06-15 00:00:00,16.5,13.3,20.8,,,,9.5,,1017.8,
2020-06-16 00:00:00,16.9,13.3,21.4,,,,8.9,,1015.8,
2020-06-17 00:00:00,16.2,12.7,19.8,,,,5.5,,1012.9,
2020-06-18 00:00:00,16.2,12,20,,,,8.6,,1012.4,
2020-06-19 00:00:00,15.6,11.3,19.2,,,,8.5,,1017.7,
2020-06-20 00:00:00,18.6,13.9,22.7,,,,4.6,,1021,
2020-06-21 00:00:00,16.6,12.6,21.2,,,,9.2,,1021.2,
2020-06-22 00:00:00,17,9.8,23.6,,,,4.3,,1026.3,
2020-06-23 00:00:00,21.2,11.7,28.5,,,,7.5,,1023,
2020-06-24 00:00:00,25.2,17.3,31.5,,,,10.5,,1017.8,
2020-06-25 00:00:00,26.6,19.8,33.4,,,,7.4,,1013.8,
2020-06-26 00:00:00,24.8,19.7,30,,,,10.9,,1010.8,
2020-06-27 00:00:00,19.4,17.2,22.7,,,,11.9,,1011.4,
2020-06-28 00:00:00,18.3,14.9,22.5,,,,14.3,,1014.9,
2020-06-29 00:00:00,17.2,13.4,20.5,,,,12,,1015.5,
2020-06-30 00:00:00,18,14.6,21.4,,,,13.5,,1012.9,
2020-07-01 00:00:00,19.7,17.2,21.9,,,,12.6,,1009.8,
2020-07-02 00:00:00,17.4,12.9,20.8,,,,11,,1014.3,
2020-07-03 00:00:00,17,11.7,21.6,,,,9.1,,1020.2,
2020-07-04 00:00:00,18,13.6,22.1,,,,15.7,,1019.2,
2020-07-05 00:00:00,19.8,17.2,23,,,,17.1,,1017.3,
2020-07-06 00:00:00,15.8,11,20,,,,11.6,,1021.3,
2020-07-07 00:00:00,17,8.6,24.3,,,,5.1,,1021.9,
2020-07-08 00:00:00,20,11.8,26.3,,,,8.7,,1018.3,
2020-07-09 00:00:00,22.9,14.5,30.1,,,,10.1,,1015.3,
2020-07-10 00:00:00,18.4,15.3,21.6,,,,11.1,,1016.6,
2020-07-11 00:00:00,17,9.8,22.4,,,,7.1,,1024.8,
2020-07-12 00:00:00,18.3,11.1,24.3,,,,9,,1025.9,
2020-07-13 00:00:00,20.2,13.4,25.9,,,,8.5,,1022.8,
2020-07-14 00:00:00,17.9,14.3,20.7,,,,6.9,,1017.8,
2020-07-15 00:00:00,18,15.1,21,,,,7.7,,1016.3,
2020-07-16 00:00:00,17.3,14.6,20.3,,,,8.5,,1020.3,
2020-07-17 00:00:00,20.1,15.9,25.2,,,,4.5,,1021.7,
2020-07-18 00:00:00,20.8,13.9,27.7,,,,6,,1019.4,
2020-07-19 00:00:00,22.1,13.5,29.7,,,,5.9,,1016.6,
2020-07-20 00:00:00,19.8,15.9,24.7,,,,11.9,,1018.9,
2020-07-21 00:00:00,19.1,13.2,24.6,,,,12.4,,1022.9,
2020-07-22 00:00:00,19,12.9,24.2,,,,10.3,,1022.5,
2020-07-23 00:00:00,20.5,12.2,26.7,,,,4.4,,1017.8,
2020-07-24 00:00:00,19.9,15.7,23.1,,,,7.8,,1015.2,
2020-07-25 00:00:00,20.1,14.6,24.4,,,,10.4,,1012.9,
2020-07-26 00:00:00,19.6,15.4,24.2,,,,10.6,,1013.7,
2020-07-27 00:00:00,22.5,,,,,,12.6,,1012.5,
2020-07-28 00:00:00,19.9,16.8,23,,,,12,,1015.9,
2020-07-29 00:00:00,18.4,10.1,25.4,,,,4,,1020.6,
2020-07-30 00:00:00,23.2,,,,,,7.5,,1017.9,
2020-07-31 00:00:00,27.3,18.9,36.9,,,,8.6,,1013.1,
2020-08-01 00:00:00,22.4,17.7,26.3,,,,8.4,,1016.5,
2020-08-02 00:00:00,18.9,15,22.7,,,,9.5,,1018.2,
2020-08-03 00:00:00,17.2,12.6,22.2,,,,9.1,,1016,
2020-08-04 00:00:00,18.4,11.4,25.1,,,,4.4,,1017.9,
2020-08-05 00:00:00,21.3,11.4,29.1,,,,5.6,,1016.1,
2020-08-06 00:00:00,24.9,14.6,33.8,,,,3.7,,1016.8,
2020-08-07 00:00:00,28,19.6,35.3,,,,6.2,,1017.3,
2020-08-08 00:00:00,28.6,19.6,35.3,,,,4.7,,1017.1,
2020-08-09 00:00:00,29.9,21.6,36.9,,,,8.4,,1014.2,
2020-08-10 00:00:00,27.8,,,,,,6.7,,1012.8,
2020-08-11 00:00:00,,,,,,,,,,
2020-08-12 00:00:00,25.9,20.3,34.3,,,,6.6,,1012.2,
2020-08-13 00:00:00,21.8,,,,,,10.2,,1012.3,
2020-08-14 00:00:00,20.5,18.3,25,,,,8.6,,1014.3,
2020-08-15 00:00:00,21.4,17.2,27.6,,,,5.1,,1014.5,
2020-08-16 00:00:00,21.1,17.7,25.7,,,,6.5,,1010.6,
2020-08-17 00:00:00,18.6,15.7,22.7,,,,9,,1010.5,
2020-08-18 00:00:00,19.9,15.4,24.8,,,,5.6,,1011.8,
2020-08-19 00:00:00,20,16.3,23.4,,,,7.8,,1008,
2020-08-20 00:00:00,24.1,19.5,30,,,,7.2,,1005.3,
2020-08-21 00:00:00,23.9,19.7,27.4,,,,14.4,,1009.5,
2020-08-22 00:00:00,20,15,24.4,,,,14.3,,1017.7,
2020-08-23 00:00:00,18,14,21.4,,,,11.3,,1020.5,
2020-08-24 00:00:00,16.9,12.3,21.3,,,,6.4,,1019.2,
2020-08-25 00:00:00,20,14.5,27.6,,,,15,,1010.5,
2020-08-26 00:00:00,18.8,15.2,23.2,,,,15.4,,1016.5,
2020-08-27 00:00:00,18,11.5,24.6,,,,8.3,,1015,
2020-08-28 00:00:00,16.4,,,,,,12.8,,1005,
2020-08-29 00:00:00,,,,,,,,,,
2020-08-30 00:00:00,,,,,,,,,,
2020-08-31 00:00:00,14.7,10.6,19.3,,,,5.7,,1020.4,
2020-09-01 00:00:00,14.5,8.2,20.1,,,,5.3,,1019.2,
2020-09-02 00:00:00,15.6,9.1,20.9,,,,4.3,,1019.7,
2020-09-03 00:00:00,20.3,15,25.3,,,,7.4,,1020.7,
2020-09-04 00:00:00,21.8,17.1,28.2,,,,6.6,,1021.7,
2020-09-05 00:00:00,16.5,13.7,20,,,,8.4,,1021.7,
2020-09-06 00:00:00,14.1,10.7,19.8,,,,5.6,,1022,
2020-09-07 00:00:00,15.7,9.1,21.6,,,,4.4,,1025,
2020-09-08 00:00:00,18.5,12.9,25.5,,,,4.4,,1026.8,
2020-09-09 00:00:00,20.9,17.7,25.7,,,,6,,1023.8,
2020-09-10 00:00:00,20,15.8,24.9,,,,6,,1020.9,
2020-09-11 00:00:00,19.6,14.1,24.6,,,,4.3,,1017,
2020-09-12 00:00:00,16.3,11.3,21.7,,,,5.3,,1021.2,
2020-09-13 00:00:00,17.9,10,26.7,,,,2.4,,1025,
2020-09-14 00:00:00,21.5,11.9,32.8,,,,4,,1021.2,
2020-09-15 00:00:00,25.2,18.7,33,,,,5.3,,1018.2,
2020-09-16 00:00:00,22.9,16.3,30,,,,7.1,,1019.4,
2020-09-17 00:00:00,20.6,16.6,24.8,,,,15.2,,1022.1,
2020-09-18 00:00:00,19.6,13.4,26.4,,,,12.9,,1017.4,
2020-09-19 00:00:00,22.1,18.1,26.7,,,,8.1,,1012.8,
2020-09-20 00:00:00,20.7,14.7,26.4,,,,4.6,,1014.2,
2020-09-21 00:00:00,19.2,13.2,25.5,,,,5.5,,1015.4,
2020-09-22 00:00:00,17.7,9.4,25.5,,,,4.7,,1011.7,
2020-09-23 00:00:00,17.5,14.6,21.3,,,,11.4,,1006.2,
2020-09-24 00:00:00,12.4,9.3,16.3,,,,12.9,,1003.5,
2020-09-25 00:00:00,10.5,8.3,13.2,,,,16.4,,1002.6,
2020-09-26 00:00:00,10.4,7.6,13.9,,,,14.7,,1009.2,
2020-09-27 00:00:00,10.8,9.3,12.6,,,,16.3,,1007.1,
2020-09-28 00:00:00,12.6,11.4,15.5,,,,10.4,,1012.7,
2020-09-29 00:00:00,15,12.8,17.1,,,,6.8,,1017.7,
2020-09-30 00:00:00,15.7,13.8,18.8,,,,7.4,,1013.6,
2020-10-01 00:00:00,13.5,11.1,15.3,,,,11.2,,1002.1,
2020-10-02 00:00:00,11.9,10.4,13.5,,,,7.6,,987.5,
2020-10-03 00:00:00,10.7,7.8,12.5,,,,5.9,,988.3,
2020-10-04 00:00:00,10.7,8,14.2,,,,16.4,,992.5,
2020-10-05 00:00:00,11.4,10,12.9,,,,17.3,,1000.8,
2020-10-06 00:00:00,12.5,11.2,14.9,,,,17.6,,1005.7,
2020-10-07 00:00:00,13,10.9,16.6,,,,13,,1016,
2020-10-08 00:00:00,15.1,12.9,17.8,,,,15,,1018.9,
2020-10-09 00:00:00,14,11.6,15.8,,,,8,,1020.2,
2020-10-10 00:00:00,10.8,8.3,13.6,,,,9.6,,1024.6,
2020-10-11 00:00:00,10.1,8.1,13.1,,,,7.8,,1024,
2020-10-12 00:00:00,9.1,5.9,12.4,,,,5.3,,1022.7,
2020-10-13 00:00:00,9.7,6.6,12.6,,,,8.4,,1010.5,
2020-10-14 00:00:00,8.6,4.5,12.9,,,,10.1,,1014.5,
2020-10-15 00:00:00,8.7,7,11.6,,,,10.8,,1019.5,
2020-10-16 00:00:00,9.1,7.2,11.9,,,,7,,1022,
2020-10-17 00:00:00,9.2,6.3,11.7,,,,3.8,,1021.2,
2020-10-18 00:00:00,7.5,2.8,14.1,,,,1.7,,1024.2,
2020-10-19 00:00:00,8.4,3.1,13.6,,,,7.4,,1019.4,
2020-10-20 00:00:00,12.4,9.9,13.8,,,,12,,1008.5,
2020-10-21 00:00:00,16.1,12.7,20.5,,,,14.4,,1003,
2020-10-22 00:00:00,15.4,13.5,18.9,,,,8.8,,1011.6,
2020-10-23 00:00:00,14.8,12.3,17.8,,,,8.4,,1012.6,
2020-10-24 00:00:00,13.1,10.3,15.2,,,,16.2,,1013,
2020-10-25 00:00:00,11.2,8.9,13.7,,,,12.7,,1003.9,
2020-10-26 00:00:00,9.5,6.4,13.7,,,,13.8,,1004.8,
2020-10-27 00:00:00,9.4,7,12.6,,,,13.9,,1006.5,
2020-10-28 00:00:00,11.5,9.1,13.4,,,,15.6,,1010.7,
2020-10-29 00:00:00,12.1,10,14,,,,13.5,,1019.4,
2020-10-30 00:00:00,13.6,12.9,14.9,,,,10.1,,1023.6,
2020-10-31 00:00:00,13.5,9.9,17.2,,,,9.8,,1019.2,
2020-11-01 00:00:00,15.4,11.9,17.6,,,,17.5,,1013.8,
2020-11-02 00:00:00,15.5,10.3,18.3,,,,16.8,,1014.3,
2020-11-03 00:00:00,7.9,4.6,11.3,,,,9.2,,1025.4,
2020-11-04 00:00:00,5.5,0.3,10.5,,,,4.8,,1032.6,
2020-11-05 00:00:00,6.5,,,,,,10.8,,1036.5,
2020-11-06 00:00:00,7.6,3.8,13,,,,10.6,,1027.6,
2020-11-07 00:00:00,10.6,6.7,15.1,,,,5.9,,1020.5,
2020-11-08 00:00:00,13,10.4,15.5,,,,5.9,,1019.9,
2020-11-09 00:00:00,12.3,9,16.7,,,,3.1,,1021.3,
2020-11-10 00:00:00,12.3,11.1,13.8,,,,3.8,,1025.4,
2020-11-11 00:00:00,9.2,6.3,11.4,,,,5.2,,1023.2,
2020-11-12 00:00:00,10.2,6.3,13.1,,,,8.7,,1019.3,
2020-11-13 00:00:00,12,7.2,15.4,,,,10.1,,1017.3,
2020-11-14 00:00:00,12.8,10,15.6,,,,12,,1015.4,
2020-11-15 00:00:00,12.7,10,14,,,,19.9,,1007.3,
2020-11-16 00:00:00,10.3,,,,,,14.2,,1018.9,
2020-11-17 00:00:00,10.6,7.9,12.9,,,,8,,1026.8,
2020-11-18 00:00:00,10.6,6.1,16.2,,,,8.9,,1022.9,
2020-11-19 00:00:00,9,7,13.5,,,,13.4,,1028.5,
2020-11-20 00:00:00,5.8,2.7,10,,,,3.4,,1036.5,
2020-11-21 00:00:00,6.3,3.9,10.2,,,,6.6,,1033.5,
2020-11-22 00:00:00,6.5,2.8,10.2,,,,4.9,,1029.6,
2020-11-23 00:00:00,9,7.5,12.4,,,,4.4,,1029,
2020-11-24 00:00:00,5.9,3.2,9.3,,,,5,,1022.2,
2020-11-25 00:00:00,7.4,4.7,11.4,,,,5.4,,1016.7,
2020-11-26 00:00:00,6,1.7,11.9,,,,1.8,,1019.9,
2020-11-27 00:00:00,7.7,6.2,11.6,,,,3.8,,1017.2,
2020-11-28 00:00:00,6.7,3.2,11.4,,,,6,,1016.7,
2020-11-29 00:00:00,2.8,1,4.5,,,,8.4,,1023.4,
2020-11-30 00:00:00,2.3,0.1,6.3,,,,5.9,,1027.2,
2020-12-01 00:00:00,6.6,4.9,8.2,,,,12.9,,1021.5,
2020-12-02 00:00:00,6.2,5.1,7.2,,,,8.5,,1018.1,
2020-12-03 00:00:00,5.8,4.6,7.4,,,,13.6,,997.9,
2020-12-04 00:00:00,4.7,2.3,7.4,,,,15.6,,983.8,
2020-12-05 00:00:00,3.5,1.5,5.3,,,,11.8,,993.2,
2020-12-06 00:00:00,4.3,2.9,6.3,,,,6.7,,998.8,
2020-12-07 00:00:00,3.4,2.1,5,,,,5.3,,999,
2020-12-08 00:00:00,2,0.2,4,,,,4.5,,1003.3,
2020-12-09 00:00:00,1.1,-0.8,2.8,,,,6.3,,1010.4,
2020-12-10 00:00:00,4.4,2.9,5.9,,,,10.1,,1003,
2020-12-11 00:00:00,8.2,5.2,10.4,,,,10,,992.1,
2020-12-12 00:00:00,7.8,5.4,9.4,,,,10.5,,1000.3,
2020-12-13 00:00:00,5.1,1.5,8.6,,,,10.6,,1010,
2020-12-14 00:00:00,9.9,8.9,10.9,,,,11.7,,1006.7,
2020-12-15 00:00:00,9.4,6.6,11.6,,,,8.1,,1010.3,
2020-12-16 00:00:00,7.2,5.1,10.2,,,,8.7,,1013.2,
2020-12-17 00:00:00,8.6,6.9,10.2,,,,10,,1020,
2020-12-18 00:00:00,7.9,5.3,11.5,,,,9.6,,1019.6,
2020-12-19 00:00:00,8.9,6.7,10.8,,,,12.8,,1013.4,
2020-12-20 00:00:00,8.8,7.3,10.9,,,,10,,1018.8,
2020-12-21 00:00:00,9.8,7.6,13.3,,,,16.6,,1016.1,
2020-12-22 00:00:00,13.6,13,14.5,,,,17.3,,1016.6,
2020-12-23 00:00:00,11.6,8.7,13.1,,,,15.1,,1011.7,
2020-12-24 00:00:00,6,2.6,8.7,,,,15.5,,1015.3,
2020-12-25 00:00:00,3,0.9,4.7,,,,11,,1027.8,
2020-12-26 00:00:00,2.3,-0.3,5,,,,10.1,,1025.9,
2020-12-27 00:00:00,4.9,3,6.6,,,,21.7,,990.2,
2020-12-28 00:00:00,2.9,0.4,4.2,,,,12.5,,975.9,
2020-12-29 00:00:00,3,1,4.3,,,,9.8,,990.4,
2020-12-30 00:00:00,3.6,1.5,6.8,,,,10.3,,1004.1,
2020-12-31 00:00:00,3.4,-0.4,5.6,,,,9.1,,1003.4,
2021-01-01 00:00:00,-0.2,-2.7,3.7,,,,2.6,,1011,
2021-01-02 00:00:00,-0.9,-4.7,1.9,,,,1.6,,1015.2,
2021-01-03 00:00:00,2,1.3,3.3,,,,4.5,,1014.2,
2021-01-04 00:00:00,1.8,1.4,2.5,,,,9.2,,1013.7,
2021-01-05 00:00:00,1.6,1,1.9,,,,8.2,,1014.9,
2021-01-06 00:00:00,2.1,1.5,2.6,,,,6.2,,1016.6,
2021-01-07 00:00:00,1.8,0.9,2.8,,,,5.9,,1017.5,
2021-01-08 00:00:00,1.5,-0.1,3.9,0,,,3.4,,1018.7,
