date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2025-05-15 00:00:00,13.2,8,18.5,0,,,16.2,,1019.9,
2025-05-16 00:00:00,13.3,7.8,18.4,0,,,14.5,,1021.7,
2025-05-17 00:00:00,12.9,7.9,18.6,0,,,13.2,,1020.3,
2025-05-18 00:00:00,13.7,7.6,19.5,0,,,8.8,,1018.6,
2025-05-19 00:00:00,15.1,8.1,21.7,0,,,10.9,,1016.6,
2025-05-20 00:00:00,17.4,10.7,24,0,,,12.3,,1016.8,
2025-05-21 00:00:00,13.5,10.7,16.5,10,,,7.5,,1016.1,
2025-05-22 00:00:00,12.4,7.2,17.3,0.8,,,13.1,,1017.4,
2025-05-23 00:00:00,12.4,7.3,17.1,0,,,9.6,,1020,
2025-05-24 00:00:00,13.2,7.8,19,0,,,11.5,,1018.3,
2025-05-25 00:00:00,15.7,12.9,20.1,1.6,,,17.4,,1015.2,
2025-05-26 00:00:00,13.5,8.8,17.3,0,,,13.2,,1020.6,
2025-05-27 00:00:00,15,11.4,19.5,0.7,,,19.6,,1020,
2025-05-28 00:00:00,16,13.2,20.1,1.5,,,20.6,,1020.2,
2025-05-29 00:00:00,17.2,10.4,23.2,0,,,10.6,,1023.9,
2025-05-30 00:00:00,21.5,14.4,28.1,0,,,7.4,,1020.9,
2025-05-31 00:00:00,21.6,16.3,28,4.1,,,9.3,,1017.5,
2025-06-01 00:00:00,17.8,14.3,22.9,0.2,,,9.3,,1016.8,
2025-06-02 00:00:00,16.5,12.5,20.4,0,,,9.7,,1018,
2025-06-03 00:00:00,17.9,12,22.6,0,,,14.5,,1012.6,
2025-06-04 00:00:00,16,12.7,20.3,0.9,,,13.1,,1009.8,
2025-06-05 00:00:00,14.9,12,18.8,11.3,,,20.6,,1009.9,
2025-06-06 00:00:00,16,12.6,19.6,6,,,17.9,,1011.4,
2025-06-07 00:00:00,15,13,18.6,7.6,,,20.1,,1011.6,
2025-06-08 00:00:00,14.2,10.7,17.5,2.6,,,17.5,,1018.7,
2025-06-09 00:00:00,15.4,9.1,21.1,0,,,6.8,,1023.7,
2025-06-10 00:00:00,17.5,11.5,23.4,0,,,9.6,,1019.8,
2025-06-11 00:00:00,19.9,13,26.8,0,,,10.8,,1018.5,
2025-06-12 00:00:00,23.2,17.3,29.7,0.2,,,13.1,,1013.4,
2025-06-13 00:00:00,24.3,17.7,31.8,6.1,,,10,,1017,
2025-06-14 00:00:00,21.9,18.9,26,0.3,,,11.3,,1017.6,
2025-06-15 00:00:00,18.3,15.8,21.6,0.2,,,11.1,,1023.4,
2025-06-16 00:00:00,18,11.2,24.2,0,,,7.6,,1027.8,
2025-06-17 00:00:00,21,13.7,27.1,0,,,8.6,,1025.6,
2025-06-18 00:00:00,21,14.3,26.9,0,,,9.5,,1024.6,
2025-06-19 00:00:00,23.6,16.7,30.1,0,,,12,,1023.2,
2025-06-20 00:00:00,24.8,18.5,31.1,0,,,11,,1021.7,
2025-06-21 00:00:00,26.9,19.4,33.9,0,,,8,,1018.4,
2025-06-22 00:00:00,25.1,20.8,28.8,0,,,12.2,,1016.2,
2025-06-23 00:00:00,20.1,16.4,23.3,0.2,,,16.5,,1017,
2025-06-24 00:00:00,20.6,12.9,27.9,0,,,8.8,,1017.1,
2025-06-25 00:00:00,24,17.5,32.9,4.9,,,8.8,,1012.8,
2025-06-26 00:00:00,21.2,17.8,24.7,0.8,,,15.6,,1015.4,
2025-06-27 00:00:00,22.2,18.3,25.9,0.6,,,11.6,,1023.3,
2025-06-28 00:00:00,23.7,18,29.1,0,,,7.7,,1025.8,
2025-06-29 00:00:00,23.2,17.1,28.4,0,,,9.2,,1024.6,
2025-06-30 00:00:00,26.7,19.2,33.5,0,,,7.8,,1018.1,
2025-07-01 00:00:00,30.7,24.3,36.5,0,,,9.2,,1014.7,
2025-07-02 00:00:00,24.5,18.9,31.4,5.9,,,13.6,,1016,
2025-07-03 00:00:00,20.1,15,24.6,0,,,12.4,,1025.6,
2025-07-04 00:00:00,20.2,14,25.7,0,,,9.4,,1027.2,
2025-07-05 00:00:00,20.2,14.4,26,0.2,,,10.3,,1020.1,
2025-07-06 00:00:00,16.6,14.6,18.9,19.9,,,16.9,,1010.6,
2025-07-07 00:00:00,15.4,13.8,18.3,14.7,,,16.4,,1009.8,
2025-07-08 00:00:00,15.5,11.9,19.8,0.3,,,13.6,,1017.5,
2025-07-09 00:00:00,16.8,10.1,22.5,0,,,5.7,,1022.5,
2025-07-10 00:00:00,20,13.4,25.9,0,,,9.2,,1022.6,
2025-07-11 00:00:00,22.5,16.3,28.2,0,,,11.2,,1018.9,
2025-07-12 00:00:00,23.5,17.3,29.8,0,,,10.1,,1014.2,
2025-07-13 00:00:00,23.6,17.1,29.9,0.4,,,9,,1011.5,
2025-07-14 00:00:00,21.5,18.3,26.1,2.9,,,15.8,,1016.3,
2025-07-15 00:00:00,19.3,14.8,23.3,0.4,,,13.2,,1020.2,
2025-07-16 00:00:00,19.3,17.5,21.7,1.7,,,17.7,,1018.6,
2025-07-17 00:00:00,20.6,16.4,25.7,0.2,,,5.8,,1018.5,
2025-07-18 00:00:00,24,18.7,29.9,0,,,8.4,,1013.1,
2025-07-19 00:00:00,22.6,18.9,25.9,3,,,15.6,,1006.3,
2025-07-20 00:00:00,18.9,16.2,22.7,9.3,,,14.6,,1004.2,
2025-07-21 00:00:00,17.7,15.4,20.6,10.5,,,20.1,,1003.9,
2025-07-22 00:00:00,18.2,15.1,22.4,0,,,17.2,,1013.4,
2025-07-23 00:00:00,16.7,13.9,20.3,7,,,7,,1014.1,
2025-07-24 00:00:00,16.7,13.4,20.2,9.8,,,12.2,,1015.2,
2025-07-25 00:00:00,19,14.3,23.7,0.5,,,8,,1017.7,
2025-07-26 00:00:00,19.3,14.8,24.2,0,,,11.2,,1018.5,
2025-07-27 00:00:00,17.8,15.2,22.4,1.6,,,12.8,,1016.4,
2025-07-28 00:00:00,17.5,13.3,21.5,0.8,,,12.2,,1019.9,
2025-07-29 00:00:00,17.1,12.8,21.4,3,,,9.2,,1020.5,
2025-07-30 00:00:00,18.2,14.4,22.8,2,,,9.1,,1018.7,
2025-07-31 00:00:00,18.8,14.3,24.1,0.5,,,11.1,,1018.6,
2025-08-01 00:00:00,18.1,14.9,22.1,6.9,,,13,,1014.9,
2025-08-02 00:00:00,16.5,11.9,20.6,0,,,11.3,,1017.7,
2025-08-03 00:00:00,17.9,11.7,24.7,0,,,9.7,,1021.4,
2025-08-04 00:00:00,21.1,16.8,27.5,0.1,,,13.2,,1020.3,
2025-08-05 00:00:00,18.9,15.5,22.1,3.2,,,14.6,,1022.5,
2025-08-06 00:00:00,17.7,12.5,23,0,,,5.8,,1024.6,
2025-08-07 00:00:00,21.3,14.3,27.5,0,,,8.4,,1018.2,
2025-08-08 00:00:00,22,15.7,28,0,,,9.6,,1019.1,
2025-08-09 00:00:00,20.7,15.8,26.6,0,,,10.7,,1021.7,
2025-08-10 00:00:00,19.7,12.8,26.9,0,,,8.9,,1026.3,
2025-08-11 00:00:00,23.3,15.5,30.7,0,,,10.4,,1020.8,
2025-08-12 00:00:00,26.6,19.8,33.7,0,,,10.5,,1014.4,
2025-08-13 00:00:00,26.3,19.2,35,0.1,,,7.7,,1015.6,
2025-08-14 00:00:00,24.8,19.6,29.9,0,,,7.3,,1018.4,
2025-08-15 00:00:00,22.9,16.6,29.9,0,,,10.8,,1022.9,
2025-08-16 00:00:00,22.5,17.4,27.4,0,,,12.8,,1023,
2025-08-17 00:00:00,20.7,15,26.1,0,,,12.3,,1021.1,
2025-08-18 00:00:00,21.6,15.3,27.5,0,,,10.2,,1017.6,
2025-08-19 00:00:00,22.3,16.9,27.7,0,,,7.7,,1012.8,
2025-08-20 00:00:00,19.2,17,22.3,2.3,,,10,,1011.3,
2025-08-21 00:00:00,18,14,22,0.4,,,14.8,,1013.5,
2025-08-22 00:00:00,16.3,11.6,20.3,0,,,11.6,,1020.2,
2025-08-23 00:00:00,17,10.9,23.2,0,,,7.9,,1020.6,
2025-08-24 00:00:00,17.7,12.4,22.9,0,,,8,,1020.2,
2025-08-25 00:00:00,20.2,13.5,26.8,0,,,7.8,,1017,
2025-08-26 00:00:00,22.2,17.2,27.8,0.1,,,12,,1010.8,
2025-08-27 00:00:00,20.8,16.3,25,0,,,11.8,,1008.7,
2025-08-28 00:00:00,18.7,16,22.4,1.4,,,13.3,,1005.9,
2025-08-29 00:00:00,16.6,13.8,20.9,4.3,,,17.9,,1001.5,
2025-08-30 00:00:00,16.9,12.5,21.4,0.2,,,16.5,,1008.5,
2025-08-31 00:00:00,18.1,14.8,21.7,5.5,,,14.6,,1008.1,
2025-09-01 00:00:00,16,12.6,21.1,1.1,,,15,,1008.3,
2025-09-02 00:00:00,14.9,11.5,19.1,3.4,,,18.3,,1008.5,
2025-09-03 00:00:00,18.4,15.4,22.4,2.8,,,25.6,,1007.1,
2025-09-04 00:00:00,16.5,13.6,20.1,1.4,,,17,,1011.8,
2025-09-05 00:00:00,15.4,11.2,19.9,0.4,,,9.6,,1021.4,
2025-09-06 00:00:00,17,12,22.8,0,,,12.5,,1019.6,
2025-09-07 00:00:00,20.6,14.5,27.6,0,,,13.8,,1012.2,
2025-09-08 00:00:00,18.4,15,21.7,0,,,9.8,,1017.3,
2025-09-09 00:00:00,16.4,11.7,20.9,0,,,6.6,,1016.5,
2025-09-10 00:00:00,15,11.8,19.2,5.4,,,13.8,,1008.1,
2025-09-11 00:00:00,14.9,12,19.2,4.2,,,20.3,,1009.8,
2025-09-12 00:00:00,14.6,11,18.9,0.2,,,17.9,,1016.2,
2025-09-13 00:00:00,14.3,11.5,18.9,9.3,,,19.4,,1015.2,
2025-09-14 00:00:00,15.5,12,20.1,0.1,,,14.9,,1014.3,
2025-09-15 00:00:00,17,14,19.5,1.9,,,25.2,,1014.5,
2025-09-16 00:00:00,14.2,11.3,17.1,0,,,18.3,,1022.3,
2025-09-17 00:00:00,15.7,12.2,20.6,0,,,10.5,,1022.9,
2025-09-18 00:00:00,17.7,12.9,23,0,,,8.4,,1023.3,
2025-09-19 00:00:00,19.7,13,27.2,0,,,10,,1020.6,
2025-09-20 00:00:00,19.7,17.9,23.6,4.2,,,15.8,,1014.7,
2025-09-21 00:00:00,14.5,12.4,17.3,0,,,9.3,,1016.2,
2025-09-22 00:00:00,12,8.9,16,0.4,,,17.4,,1020.8,
2025-09-23 00:00:00,11.1,9,14.5,4.3,,,17.4,,1022.8,
2025-09-24 00:00:00,10,9.3,10.7,5.8,,,16.5,,1022,
2025-09-25 00:00:00,10,8.5,12,0.6,,,10.2,,1021.1,
2025-09-26 00:00:00,10.8,8.6,14.1,0.3,,,5.7,,1020.4,
2025-09-27 00:00:00,11.1,7,15.2,0,,,6.3,,1020.6,
2025-09-28 00:00:00,12.7,8.2,17.7,0,,,7.6,,1020.9,
2025-09-29 00:00:00,13.4,8.6,18.5,0,,,7.8,,1023,
2025-09-30 00:00:00,12.9,8.8,17.2,0,,,9,,1025.5,
2025-10-01 00:00:00,12.5,7.6,17.5,0,,,6.8,,1027.6,
2025-10-02 00:00:00,12.5,8.5,16.3,0,,,8.2,,1026.1,
2025-10-03 00:00:00,12.7,10.8,16.1,4.2,,,15.1,,1017.5,
2025-10-04 00:00:00,14.6,10.1,16.9,7,,,27.5,,1009.2,
2025-10-05 00:00:00,12,9.4,15.7,0.3,,,19.6,,1019,
2025-10-06 00:00:00,12.1,8.9,15.6,0,,,9.6,,1026.8,
2025-10-07 00:00:00,13.2,9.6,17.7,0,,,4.4,,1025.8,
2025-10-08 00:00:00,12.9,9.1,17.5,0,,,7.3,,1023.4,
2025-10-09 00:00:00,13.6,11.1,17.1,0.4,,,9.3,,1027,
2025-10-10 00:00:00,12,8.3,16,0,,,9.5,,1032.4,
2025-10-11 00:00:00,12.9,9.1,17.6,0,,,10.9,,1032.5,
2025-10-12 00:00:00,12.2,8.3,17.1,0,,,11.7,,1029.3,
2025-10-13 00:00:00,12.6,8.8,16.3,0,,,14.8,,1026.3,
2025-10-14 00:00:00,12.8,9.8,16.2,0,,,14.2,,1026,
2025-10-15 00:00:00,12.2,9.7,15.2,0,,,12.9,,1026.3,
2025-10-16 00:00:00,11.4,8,14.1,0,,,12.2,,1024.9,
2025-10-17 00:00:00,11,7.3,15.5,0,,,11.5,,1023.9,
2025-10-18 00:00:00,10.6,7,15,0,,,11.5,,1022.7,
2025-10-19 00:00:00,11.6,8.5,15.2,2.6,,,15.8,,1010.7,
2025-10-20 00:00:00,14,12.2,16.6,4.6,,,23.9,,998.1,
2025-10-21 00:00:00,13.5,11.2,16.3,0.4,,,18.4,,998.5,
2025-10-22 00:00:00,12.6,10,14.7,1.6,,,10.3,,998.7,
2025-10-23 00:00:00,11.8,8.3,15.2,1.8,,,31.2,,991.1,
2025-10-24 00:00:00,8.6,5.6,12.4,0,,,21.3,,1006.6,
2025-10-25 00:00:00,9.8,8.1,13.1,1.2,,,20.3,,1006.1,
2025-10-26 00:00:00,8.2,5.2,11.1,0.5,,,18,,1012.1,
2025-10-27 00:00:00,11.4,8.8,14.4,3.1,,,22.8,,1010.5,
2025-10-28 00:00:00,12,9.7,14.8,0,,,18.7,,1013.9,
2025-10-29 00:00:00,11.3,8.9,14.3,9.8,,,13.3,,1004.8,
2025-10-30 00:00:00,9.7,6.5,12.4,0,,,13.5,,1010.7,
2025-10-31 00:00:00,12.1,8.7,16.4,0,,,17.1,,1009.5,
2025-11-01 00:00:00,13.2,10.8,15,6.5,,,19.8,,1009.1,
2025-11-02 00:00:00,10.1,8.3,12.4,0,,,16.8,,1013.8,
2025-11-03 00:00:00,11,7.6,15,0,,,16.3,,1020.7,
2025-11-04 00:00:00,11.7,7.5,15.9,0,,,14.7,,1018,
2025-11-05 00:00:00,13.4,10,16.9,0,,,15.4,,1012.8,
2025-11-06 00:00:00,12.4,11,14.1,3.2,,,10.1,,1008.3,
2025-11-07 00:00:00,11.5,9.4,14.5,0,,,12.4,,1008.9,
2025-11-08 00:00:00,11,8.7,13.3,0.7,,,9.6,,1014.2,
2025-11-09 00:00:00,9.1,5.8,13.1,0,,,9.3,,1019.2,
2025-11-10 00:00:00,8.8,6.7,11,1.6,,,15.7,,1012.7,
2025-11-11 00:00:00,10.7,7.9,14.7,0,,,16.6,,1012.5,
2025-11-12 00:00:00,12.2,8.6,15.6,0,,,16.9,,1009.4,
2025-11-13 00:00:00,14.5,12.5,17.1,0,,,14.5,,1009.7,
2025-11-14 00:00:00,14.4,12.6,17.4,0.7,,,15,,1004.4,
2025-11-15 00:00:00,11.4,9,13.3,9.1,,,7.4,,1007.1,
2025-11-16 00:00:00,9.3,7.1,12.1,0,,,9.1,,1007.8,
2025-11-17 00:00:00,5.9,3,8.6,0,,,14.1,,1018,
2025-11-18 00:00:00,3.7,-0.2,7.7,0,,,11.1,,1021.1,
2025-11-19 00:00:00,5.3,2.9,7.3,3.2,,,20.6,,1008.2,
2025-11-20 00:00:00,1.8,-1.3,4.5,0,,,12.6,,1014,
2025-11-21 00:00:00,0.9,-1.8,4.3,0,,,11.2,,1022.9,
2025-11-22 00:00:00,0.3,-2.8,3.9,5.5,,,13.6,,1025.3,
2025-11-23 00:00:00,4.3,0.3,8.9,2,,,18.7,,1006.8,
2025-11-24 00:00:00,6.3,4.7,9.1,2.8,,,19.8,,997.7,
2025-11-25 00:00:00,5,2.3,7.5,0.6,,,18.6,,1009.1,
2025-11-26 00:00:00,3.6,1.6,7.6,0.2,,,11.1,,1021.9,
2025-11-27 00:00:00,4.7,1.5,7.2,0.3,,,15.3,,1022.5,
2025-11-28 00:00:00,8.5,7,9.9,2.2,,,15.8,,1017.2,
2025-11-29 00:00:00,8.9,5.1,11,6.4,,,18,,1009.2,
2025-11-30 00:00:00,5.2,2.6,7.8,0,,,12.4,,1016.1,
2025-12-01 00:00:00,5,2.2,10.1,0,,,19.4,,1014.9,
2025-12-02 00:00:00,7.3,6,9.5,0,,,18,,1008.1,
2025-12-03 00:00:00,6.9,4.9,8.8,0,,,9.6,,1011.1,
2025-12-04 00:00:00,5.8,3.6,8.7,2.3,,,15.6,,1004.6,
2025-12-05 00:00:00,3.7,0.5,6.7,4.2,,,14.1,,1009.2,
2025-12-06 00:00:00,9.6,6,11.8,1,,,22.9,,1005.9,
2025-12-07 00:00:00,12,9.4,14.2,12.8,,,22.1,,1008.9,
2025-12-08 00:00:00,13.1,11.1,13.9,0.3,,,20,,1015.2,
2025-12-09 00:00:00,11.5,9,13.9,0,,,17.9,,1013,
2025-12-10 00:00:00,11.3,7,13.1,0,,,11.8,,1019.9,
2025-12-11 00:00:00,7.2,5,9.6,0.1,,,9.8,,1022.6,
2025-12-12 00:00:00,8.3,5.5,11.8,0,,,8.6,,1020.6,
2025-12-13 00:00:00,6.8,4.3,9.2,0,,,4.7,,1028,
2025-12-14 00:00:00,6.7,5.5,7.7,0,,,10.1,,1024.8,
2025-12-15 00:00:00,7.7,3.8,11.2,0,,,16.9,,1013,
2025-12-16 00:00:00,9.3,7.5,12.2,0,,,10.1,,1011.4,
2025-12-17 00:00:00,7.3,4.9,9.6,0,,,9.5,,1019.5,
2025-12-18 00:00:00,9.9,5.4,13.2,0.8,,,23,,1015,
2025-12-19 00:00:00,9.6,6.2,12.1,6.3,,,10.8,,1018.2,
2025-12-20 00:00:00,7.1,4.2,9.1,0.6,,,8.8,,1013.8,
2025-12-21 00:00:00,8.3,6.2,10.1,10.9,,,15.4,,1006.6,
2025-12-22 00:00:00,8.1,5.4,10.3,0.3,,,9.5,,1007.5,
2025-12-23 00:00:00,4.1,2.3,6.9,0,,,11,,1013.2,
2025-12-24 00:00:00,1.9,-1.6,4.1,0,,,22.6,,1022.5,
2025-12-25 00:00:00,-0.3,-1.6,1.9,0,,,17.8,,1022.2,
2025-12-26 00:00:00,-0.6,-2.6,2.6,0,,,11.8,,1025.5,
2025-12-27 00:00:00,0,-1.9,3.3,0,,,11.5,,1029.5,
2025-12-28 00:00:00,-0.4,-2.4,3,0,,,13,,1028.9,
2025-12-29 00:00:00,-1.2,-3.4,1.9,0,,,11.3,,1025.7,
2025-12-30 00:00:00,1.2,-1.1,4.2,0,,,14.8,,1029.6,
2025-12-31 00:00:00,-0.5,-2.9,3,0,,,7.3,,1028.6,
